state,county,state_fips,zip,company,plan_name,plan_type,plan_id,link_to_plan_page
MS,Tallahatchie,28,38921,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0001 (HMO-POS),Medicare Advantage with drug coverage,H5253-141-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-141-0?fips=28135&plan_type=PLAN_TYPE_MAPD&zip=38921&year=2025&lang=en&page=1
MS,Tallahatchie,28,38921,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MS-MA01 (PPO),Medicare Advantage (without drug coverage),H8768-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-031-0?fips=28135&plan_type=PLAN_TYPE_MAPD&zip=38921&year=2025&lang=en&page=1
MS,Tallahatchie,28,38921,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0003 (PPO),Medicare Advantage with drug coverage,H8768-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-034-0?fips=28135&plan_type=PLAN_TYPE_MAPD&zip=38921&year=2025&lang=en&page=1
MS,Tallahatchie,28,38921,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC MS-4 (PPO),Medicare Advantage with drug coverage,H8768-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-040-0?fips=28135&plan_type=PLAN_TYPE_MAPD&zip=38921&year=2025&lang=en&page=1
MS,Tallahatchie,28,38921,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0002 (PPO),Medicare Advantage with drug coverage,H8768-030-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-030-0?fips=28135&plan_type=PLAN_TYPE_MAPD&zip=38921&year=2025&lang=en&page=2
MS,Tippah,28,38674,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0001 (HMO-POS),Medicare Advantage with drug coverage,H5253-141-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-141-0?fips=28139&plan_type=PLAN_TYPE_MAPD&zip=38674&year=2025&lang=en&page=1
MS,Tippah,28,38674,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MS-MA01 (PPO),Medicare Advantage (without drug coverage),H8768-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-031-0?fips=28139&plan_type=PLAN_TYPE_MAPD&zip=38674&year=2025&lang=en&page=1
MS,Tippah,28,38674,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0003 (PPO),Medicare Advantage with drug coverage,H8768-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-034-0?fips=28139&plan_type=PLAN_TYPE_MAPD&zip=38674&year=2025&lang=en&page=1
MS,Tippah,28,38674,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC MS-4 (PPO),Medicare Advantage with drug coverage,H8768-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-040-0?fips=28139&plan_type=PLAN_TYPE_MAPD&zip=38674&year=2025&lang=en&page=1
MS,Tippah,28,38674,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0002 (PPO),Medicare Advantage with drug coverage,H8768-030-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-030-0?fips=28139&plan_type=PLAN_TYPE_MAPD&zip=38674&year=2025&lang=en&page=2
MS,Tishomingo,28,38827,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0001 (HMO-POS),Medicare Advantage with drug coverage,H5253-141-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-141-0?fips=28141&plan_type=PLAN_TYPE_MAPD&zip=38827&year=2025&lang=en&page=1
MS,Tishomingo,28,38827,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MS-MA01 (PPO),Medicare Advantage (without drug coverage),H8768-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-031-0?fips=28141&plan_type=PLAN_TYPE_MAPD&zip=38827&year=2025&lang=en&page=1
MS,Tishomingo,28,38827,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0003 (PPO),Medicare Advantage with drug coverage,H8768-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-034-0?fips=28141&plan_type=PLAN_TYPE_MAPD&zip=38827&year=2025&lang=en&page=1
MS,Tishomingo,28,38827,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC MS-4 (PPO),Medicare Advantage with drug coverage,H8768-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-040-0?fips=28141&plan_type=PLAN_TYPE_MAPD&zip=38827&year=2025&lang=en&page=1
MS,Tishomingo,28,38827,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0002 (PPO),Medicare Advantage with drug coverage,H8768-030-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-030-0?fips=28141&plan_type=PLAN_TYPE_MAPD&zip=38827&year=2025&lang=en&page=2
MS,Tunica,28,38664,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0001 (HMO-POS),Medicare Advantage with drug coverage,H5253-141-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-141-0?fips=28143&plan_type=PLAN_TYPE_MAPD&zip=38664&year=2025&lang=en&page=1
MS,Tunica,28,38664,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MS-MA01 (PPO),Medicare Advantage (without drug coverage),H8768-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-031-0?fips=28143&plan_type=PLAN_TYPE_MAPD&zip=38664&year=2025&lang=en&page=1
MS,Tunica,28,38664,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0003 (PPO),Medicare Advantage with drug coverage,H8768-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-034-0?fips=28143&plan_type=PLAN_TYPE_MAPD&zip=38664&year=2025&lang=en&page=1
MS,Tunica,28,38664,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC MS-4 (PPO),Medicare Advantage with drug coverage,H8768-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-040-0?fips=28143&plan_type=PLAN_TYPE_MAPD&zip=38664&year=2025&lang=en&page=2
MS,Tunica,28,38664,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0002 (PPO),Medicare Advantage with drug coverage,H8768-030-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-030-0?fips=28143&plan_type=PLAN_TYPE_MAPD&zip=38664&year=2025&lang=en&page=3
MS,Washington,28,38701,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0001 (HMO-POS),Medicare Advantage with drug coverage,H5253-141-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-141-0?fips=28151&plan_type=PLAN_TYPE_MAPD&zip=38701&year=2025&lang=en&page=1
MS,Washington,28,38701,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MS-MA01 (PPO),Medicare Advantage (without drug coverage),H8768-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-031-0?fips=28151&plan_type=PLAN_TYPE_MAPD&zip=38701&year=2025&lang=en&page=1
MS,Washington,28,38701,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0003 (PPO),Medicare Advantage with drug coverage,H8768-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-034-0?fips=28151&plan_type=PLAN_TYPE_MAPD&zip=38701&year=2025&lang=en&page=1
MS,Washington,28,38701,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC MS-4 (PPO),Medicare Advantage with drug coverage,H8768-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-040-0?fips=28151&plan_type=PLAN_TYPE_MAPD&zip=38701&year=2025&lang=en&page=1
MS,Washington,28,38701,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0002 (PPO),Medicare Advantage with drug coverage,H8768-030-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-030-0?fips=28151&plan_type=PLAN_TYPE_MAPD&zip=38701&year=2025&lang=en&page=2
MS,Wayne,28,39322,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0001 (HMO-POS),Medicare Advantage with drug coverage,H5253-141-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-141-0?fips=28153&plan_type=PLAN_TYPE_MAPD&zip=39322&year=2025&lang=en&page=1
MS,Wayne,28,39322,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MS-MA01 (PPO),Medicare Advantage (without drug coverage),H8768-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-031-0?fips=28153&plan_type=PLAN_TYPE_MAPD&zip=39322&year=2025&lang=en&page=1
MS,Wayne,28,39322,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0003 (PPO),Medicare Advantage with drug coverage,H8768-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-034-0?fips=28153&plan_type=PLAN_TYPE_MAPD&zip=39322&year=2025&lang=en&page=1
MS,Wayne,28,39322,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC MS-4 (PPO),Medicare Advantage with drug coverage,H8768-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-040-0?fips=28153&plan_type=PLAN_TYPE_MAPD&zip=39322&year=2025&lang=en&page=2
MS,Wayne,28,39322,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0002 (PPO),Medicare Advantage with drug coverage,H8768-030-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-030-0?fips=28153&plan_type=PLAN_TYPE_MAPD&zip=39322&year=2025&lang=en&page=3
MS,Webster,28,39737,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0001 (HMO-POS),Medicare Advantage with drug coverage,H5253-141-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-141-0?fips=28155&plan_type=PLAN_TYPE_MAPD&zip=39737&year=2025&lang=en&page=1
MS,Webster,28,39737,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MS-MA01 (PPO),Medicare Advantage (without drug coverage),H8768-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-031-0?fips=28155&plan_type=PLAN_TYPE_MAPD&zip=39737&year=2025&lang=en&page=1
MS,Webster,28,39737,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0003 (PPO),Medicare Advantage with drug coverage,H8768-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-034-0?fips=28155&plan_type=PLAN_TYPE_MAPD&zip=39737&year=2025&lang=en&page=1
MS,Webster,28,39737,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC MS-4 (PPO),Medicare Advantage with drug coverage,H8768-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-040-0?fips=28155&plan_type=PLAN_TYPE_MAPD&zip=39737&year=2025&lang=en&page=1
MS,Webster,28,39737,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0002 (PPO),Medicare Advantage with drug coverage,H8768-030-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-030-0?fips=28155&plan_type=PLAN_TYPE_MAPD&zip=39737&year=2025&lang=en&page=2
MS,Winston,28,39339,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0001 (HMO-POS),Medicare Advantage with drug coverage,H5253-141-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5253-141-0?fips=28159&plan_type=PLAN_TYPE_MAPD&zip=39339&year=2025&lang=en&page=1
MS,Winston,28,39339,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MS-MA01 (PPO),Medicare Advantage (without drug coverage),H8768-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-031-0?fips=28159&plan_type=PLAN_TYPE_MAPD&zip=39339&year=2025&lang=en&page=1
MS,Winston,28,39339,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0003 (PPO),Medicare Advantage with drug coverage,H8768-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-034-0?fips=28159&plan_type=PLAN_TYPE_MAPD&zip=39339&year=2025&lang=en&page=1
MS,Winston,28,39339,UnitedHealthcare,AARP Medicare Advantage Giveback from UHC MS-4 (PPO),Medicare Advantage with drug coverage,H8768-040-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-040-0?fips=28159&plan_type=PLAN_TYPE_MAPD&zip=39339&year=2025&lang=en&page=1
MS,Winston,28,39339,UnitedHealthcare,AARP Medicare Advantage from UHC MS-0002 (PPO),Medicare Advantage with drug coverage,H8768-030-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8768-030-0?fips=28159&plan_type=PLAN_TYPE_MAPD&zip=39339&year=2025&lang=en&page=1
MT,Beaverhead,30,59724,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30001&plan_type=PLAN_TYPE_MAPD&zip=59724&year=2025&lang=en&page=1
MT,Beaverhead,30,59724,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30001&plan_type=PLAN_TYPE_MAPD&zip=59724&year=2025&lang=en&page=1
MT,Beaverhead,30,59724,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30001&plan_type=PLAN_TYPE_MAPD&zip=59724&year=2025&lang=en&page=1
MT,Beaverhead,30,59724,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30001&plan_type=PLAN_TYPE_MAPD&zip=59724&year=2025&lang=en&page=2
MT,Big Horn,30,59016,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30003&plan_type=PLAN_TYPE_MAPD&zip=59016&year=2025&lang=en&page=1
MT,Big Horn,30,59016,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30003&plan_type=PLAN_TYPE_MAPD&zip=59016&year=2025&lang=en&page=1
MT,Big Horn,30,59016,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30003&plan_type=PLAN_TYPE_MAPD&zip=59016&year=2025&lang=en&page=2
MT,Big Horn,30,59016,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30003&plan_type=PLAN_TYPE_MAPD&zip=59016&year=2025&lang=en&page=2
MT,Broadwater,30,59643,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30007&plan_type=PLAN_TYPE_MAPD&zip=59643&year=2025&lang=en&page=1
MT,Broadwater,30,59643,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30007&plan_type=PLAN_TYPE_MAPD&zip=59643&year=2025&lang=en&page=1
MT,Broadwater,30,59643,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30007&plan_type=PLAN_TYPE_MAPD&zip=59643&year=2025&lang=en&page=2
MT,Broadwater,30,59643,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30007&plan_type=PLAN_TYPE_MAPD&zip=59643&year=2025&lang=en&page=2
MT,Carbon,30,59007,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30009&plan_type=PLAN_TYPE_MAPD&zip=59007&year=2025&lang=en&page=1
MT,Carbon,30,59007,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30009&plan_type=PLAN_TYPE_MAPD&zip=59007&year=2025&lang=en&page=1
MT,Carbon,30,59007,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30009&plan_type=PLAN_TYPE_MAPD&zip=59007&year=2025&lang=en&page=2
MT,Carbon,30,59007,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30009&plan_type=PLAN_TYPE_MAPD&zip=59007&year=2025&lang=en&page=2
MT,Dawson,30,59315,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30021&plan_type=PLAN_TYPE_MAPD&zip=59315&year=2025&lang=en&page=1
MT,Dawson,30,59315,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30021&plan_type=PLAN_TYPE_MAPD&zip=59315&year=2025&lang=en&page=1
MT,Dawson,30,59315,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30021&plan_type=PLAN_TYPE_MAPD&zip=59315&year=2025&lang=en&page=1
MT,Dawson,30,59315,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30021&plan_type=PLAN_TYPE_MAPD&zip=59315&year=2025&lang=en&page=1
MT,Deer Lodge,30,59756,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30023&plan_type=PLAN_TYPE_MAPD&zip=59756&year=2025&lang=en&page=1
MT,Deer Lodge,30,59756,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30023&plan_type=PLAN_TYPE_MAPD&zip=59756&year=2025&lang=en&page=1
MT,Deer Lodge,30,59756,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30023&plan_type=PLAN_TYPE_MAPD&zip=59756&year=2025&lang=en&page=2
MT,Deer Lodge,30,59756,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30023&plan_type=PLAN_TYPE_MAPD&zip=59756&year=2025&lang=en&page=2
MT,Flathead,30,59901,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30029&plan_type=PLAN_TYPE_MAPD&zip=59901&year=2025&lang=en&page=1
MT,Flathead,30,59901,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30029&plan_type=PLAN_TYPE_MAPD&zip=59901&year=2025&lang=en&page=1
MT,Flathead,30,59901,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30029&plan_type=PLAN_TYPE_MAPD&zip=59901&year=2025&lang=en&page=2
MT,Flathead,30,59901,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30029&plan_type=PLAN_TYPE_MAPD&zip=59901&year=2025&lang=en&page=2
MT,Garfield,30,59077,UnitedHealthcare,UHC MedicareDirect Patriot No Rx PF-MA01 (PFFS),Medicare Advantage (without drug coverage),H5435-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5435-001-0?fips=30033&plan_type=PLAN_TYPE_MAPD&zip=59077&year=2025&lang=en&page=1
MT,Garfield,30,59077,UnitedHealthcare,UHC MedicareDirect PF-0001 (PFFS),Medicare Advantage with drug coverage,H5435-024-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5435-024-0?fips=30033&plan_type=PLAN_TYPE_MAPD&zip=59077&year=2025&lang=en&page=1
MT,Glacier,30,59411,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30035&plan_type=PLAN_TYPE_MAPD&zip=59411&year=2025&lang=en&page=1
MT,Glacier,30,59411,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30035&plan_type=PLAN_TYPE_MAPD&zip=59411&year=2025&lang=en&page=1
MT,Glacier,30,59411,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30035&plan_type=PLAN_TYPE_MAPD&zip=59411&year=2025&lang=en&page=2
MT,Glacier,30,59411,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30035&plan_type=PLAN_TYPE_MAPD&zip=59411&year=2025&lang=en&page=2
MT,Granite,30,59837,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30039&plan_type=PLAN_TYPE_MAPD&zip=59837&year=2025&lang=en&page=1
MT,Granite,30,59837,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30039&plan_type=PLAN_TYPE_MAPD&zip=59837&year=2025&lang=en&page=1
MT,Granite,30,59837,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30039&plan_type=PLAN_TYPE_MAPD&zip=59837&year=2025&lang=en&page=2
MT,Granite,30,59837,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30039&plan_type=PLAN_TYPE_MAPD&zip=59837&year=2025&lang=en&page=2
MT,Jefferson,30,59632,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30043&plan_type=PLAN_TYPE_MAPD&zip=59632&year=2025&lang=en&page=1
MT,Jefferson,30,59632,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30043&plan_type=PLAN_TYPE_MAPD&zip=59632&year=2025&lang=en&page=1
MT,Jefferson,30,59632,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30043&plan_type=PLAN_TYPE_MAPD&zip=59632&year=2025&lang=en&page=2
MT,Jefferson,30,59632,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30043&plan_type=PLAN_TYPE_MAPD&zip=59632&year=2025&lang=en&page=2
MT,Lake,30,59824,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30047&plan_type=PLAN_TYPE_MAPD&zip=59824&year=2025&lang=en&page=1
MT,Lake,30,59824,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30047&plan_type=PLAN_TYPE_MAPD&zip=59824&year=2025&lang=en&page=1
MT,Lake,30,59824,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30047&plan_type=PLAN_TYPE_MAPD&zip=59824&year=2025&lang=en&page=2
MT,Lake,30,59824,UnitedHealthcare,AARP Medicare Advantage Access from UHC MT-3 (PPO),Medicare Advantage with drug coverage,H8211-012-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-012-0?fips=30047&plan_type=PLAN_TYPE_MAPD&zip=59824&year=2025&lang=en&page=2
MT,Lincoln,30,59930,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx MT-MA01 (PPO),Medicare Advantage (without drug coverage),H8211-010-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-010-0?fips=30053&plan_type=PLAN_TYPE_MAPD&zip=59930&year=2025&lang=en&page=1
MT,Lincoln,30,59930,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0002 (PPO),Medicare Advantage with drug coverage,H8211-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-009-0?fips=30053&plan_type=PLAN_TYPE_MAPD&zip=59930&year=2025&lang=en&page=1
MT,Lincoln,30,59930,UnitedHealthcare,AARP Medicare Advantage from UHC MT-0001 (PPO),Medicare Advantage with drug coverage,H8211-007-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H8211-007-0?fips=30053&plan_type=PLAN_TYPE_MAPD&zip=59930&year=2025&lang=en&page=2
